run_id,proximity_weight,sparsity_weight,diversity_weight,l0_penalty_weight,ordering_penalty,proximity,sparsity,diversity_mean_pairwise_l1,diversity_stddev
223,1.0,0.1,5,10,1,634.0185403404937,927.4,224.9471668068957,52.09906097399202
224,1.0,0.1,5,10,10,646.0079247499897,927.5,217.5199553801301,35.401279952508354
225,1.0,0.1,5,10,100,924.9924756542296,928.0,2.050998345456989,0.986406078414108
226,1.0,0.1,5,100,1,922.7498494355634,928.0,3.1134790577242533,1.2677144785451944
227,1.0,0.1,5,100,10,923.8041662200944,928.0,1.50722446771297,0.8532935514955726
228,1.0,0.1,5,100,100,920.6680548314588,928.0,3.2302075177887817,2.128165307729998
229,1.0,0.1,10,0,1,917.5975465500428,928.0,4.598627591640281,1.772816923915903
230,1.0,0.1,10,0,10,924.2193622672552,928.0,1.8429254397191803,1.2569411659329492
231,1.0,0.1,10,0,100,924.741783383601,928.0,1.876519290830379,0.9704566234065916
232,1.0,0.1,10,1,1,919.4494265385224,928.0,4.676424232602302,1.6309637250885995
233,1.0,0.1,10,1,10,923.9488889356338,928.0,1.9476493035200169,0.8271606503855836
234,1.0,0.1,10,1,100,923.1013168989582,928.0,1.6997100144964217,0.8157864859295111
235,1.0,0.1,10,10,1,921.1420585029576,928.0,3.0768361708525687,1.4028331886636145
236,1.0,0.1,10,10,10,924.0249767810186,928.0,1.5308792335676262,1.2241499843812331
237,1.0,0.1,10,10,100,916.9158667162168,928.0,5.312993543410608,2.7448125807441253
238,1.0,0.1,10,100,1,920.8846390144192,928.0,3.0529067217741,1.5327283322829002
239,1.0,0.1,10,100,10,621.038799247757,927.8,230.9320250320927,37.93686992144816
240,1.0,0.1,10,100,100,922.5635643849542,928.0,2.1777777777777776,0.708327886689299
241,1.0,1.0,0,0,1,922.1536948540648,928.0,2.818913591657991,1.1788243107255971
242,1.0,1.0,0,0,10,635.360239631304,927.9,220.0599489388347,31.43599578901877
243,1.0,1.0,0,0,100,919.528876222348,928.0,3.131074263073784,1.75066548253642
244,1.0,1.0,0,1,1,654.1081348447963,928.0,213.9976263971964,35.81368723289338
245,1.0,1.0,0,1,10,920.2891973660938,928.0,3.372484381900964,1.7145098471142957
246,1.0,1.0,0,1,100,648.3733108853968,927.2,221.0383554532229,24.175029646405747
247,1.0,1.0,0,10,1,650.5260851670525,927.6,222.66342971360217,35.949869609410364
248,1.0,1.0,0,10,10,922.0769502411335,928.0,2.3714820219490176,1.1008225784890315
249,1.0,1.0,0,10,100,618.594917019587,927.5,226.1252100100697,34.86424247672608
250,1.0,1.0,0,100,1,920.0859061141998,928.0,4.93319426166254,1.355717864067021
251,1.0,1.0,0,100,10,922.2412947754386,928.0,2.025283608680464,1.1068790454665516
252,1.0,1.0,0,100,100,628.082028916559,927.4,233.137230954732,32.811943116832296
253,1.0,1.0,1,0,1,640.4975350543777,927.9,219.34918029577705,26.566068011304896
254,1.0,1.0,1,0,10,649.9821560967459,927.2,196.78826418901068,52.455293090016994
255,1.0,1.0,1,0,100,919.7592240208407,928.0,3.9391848048463936,1.5314484413191194
256,1.0,1.0,1,1,1,918.635505709149,928.0,5.174047660011449,1.7583238441896831
257,1.0,1.0,1,1,10,652.5537613457526,927.8,216.85852035947968,40.28428926021309
258,1.0,1.0,1,1,100,919.2658567231643,928.0,3.129509298648537,1.2960548136007342
259,1.0,1.0,1,10,1,914.3982312350666,928.0,6.773431823114284,2.0120268242380783
260,1.0,1.0,1,10,10,656.5099896299491,927.8,214.1530765995398,40.78107581252167
261,1.0,1.0,1,10,100,920.3531813526744,928.0,2.963034820191189,1.2680752836024072
262,1.0,1.0,1,100,1,924.5282372634614,928.0,1.248701587814692,0.6960911710574647
263,1.0,1.0,1,100,10,916.1940545400588,928.0,6.9825798881993375,2.057908766937143
264,1.0,1.0,1,100,100,919.1173113744204,928.0,3.965065599434155,1.6230747199260962
265,1.0,1.0,5,0,1,924.4985066283384,928.0,2.2222222222222223,1.0086049527031302
266,1.0,1.0,5,0,10,633.8715729669204,927.7,207.6064911523915,35.555667334941226
267,1.0,1.0,5,0,100,922.5018007704282,928.0,1.890464428457234,0.8487033308598241
268,1.0,1.0,5,1,1,925.1126913918326,928.0,1.2444552050564115,0.7484981434051912
269,1.0,1.0,5,1,10,921.7502402913552,928.0,2.33031671493538,1.4708598120126517
270,1.0,1.0,5,1,100,629.6887633555425,927.6,218.55042784472604,42.62897960830243
271,1.0,1.0,5,10,1,609.2838566474319,927.3,222.3722912765841,40.3110775450884
272,1.0,1.0,5,10,10,649.0019026051939,928.0,220.00623281816263,42.65023205811033
273,1.0,1.0,5,10,100,923.8889350734286,928.0,1.3775041876899203,0.760553436823733
274,1.0,1.0,5,100,1,921.5890393673996,928.0,2.5333497351822207,1.1551994857948704
275,1.0,1.0,5,100,10,916.1589592970402,928.0,6.891393360221316,2.0166211965900303
276,1.0,1.0,5,100,100,594.4766895838034,926.7,232.19441533303905,37.66369712888317
277,1.0,1.0,10,0,1,922.9538973999976,928.0,2.122751322751322,0.9134573947210398
278,1.0,1.0,10,0,10,923.4425439936916,928.0,2.075576367927062,1.0101376211951107
279,1.0,1.0,10,0,100,919.961966894163,928.0,4.615084912911959,1.791203882452607
280,1.0,1.0,10,1,1,921.9864281797296,928.0,3.953855116570813,1.3468992657986578
281,1.0,1.0,10,1,10,924.5364286513726,928.0,1.572401812936755,0.6053654913925975
282,1.0,1.0,10,1,100,639.101399639904,927.6,216.64549458745904,39.61616535350225
283,1.0,1.0,10,10,1,922.4411833663056,928.0,3.2570593997468014,1.0605570631698316
284,1.0,1.0,10,10,10,652.2585594388762,927.2,203.38900761073072,32.16777175476965
285,1.0,1.0,10,10,100,920.1499338050976,928.0,2.8565938131951074,1.503619336729798
286,1.0,1.0,10,100,1,923.3274434479396,928.0,2.342360859227018,1.0310445719996129
287,1.0,1.0,10,100,10,924.061201819476,928.0,1.8512748454047807,0.8167239784640465
288,1.0,1.0,10,100,100,920.5303945266336,928.0,2.9767844398350274,1.4330144156232407
289,1.0,10.0,0,0,1,920.9001776640844,928.0,2.316331528744522,0.8422299983869529
290,1.0,10.0,0,0,10,629.7439361073159,927.7,226.28551456918763,39.45954665259874
291,1.0,10.0,0,0,100,615.6168702674111,927.8,235.18176011657965,41.537130950809896
292,1.0,10.0,0,1,1,657.0441970537023,927.9,218.5917332437537,33.50344172330616
293,1.0,10.0,0,1,10,919.5908422884088,928.0,3.935934678496215,1.7307533959683588
294,1.0,10.0,0,1,100,648.341453971728,928.0,214.49409596307527,32.549861306342834
295,1.0,10.0,0,10,1,924.6796792963612,928.0,1.6282988233629023,0.9995471568155896
296,1.0,10.0,0,10,10,919.8944561838114,928.0,3.682215478521161,1.425270040036547
297,1.0,10.0,0,10,100,634.8881348468686,927.8,224.9041933568378,32.703810154545096
298,1.0,10.0,0,100,1,614.0679566499887,927.8,233.529150600264,37.88951727286981
299,1.0,10.0,0,100,10,920.4445200951152,928.0,4.00179525641875,1.1777989272070852
300,1.0,10.0,0,100,100,917.4943163090364,928.0,3.975939295452506,2.261059948118425
301,1.0,10.0,1,0,1,629.8446776772728,927.9,226.00129976656427,42.93564222611967
302,1.0,10.0,1,0,10,922.5676350322126,928.0,2.3644643758367745,1.2625820194490776
303,1.0,10.0,1,0,100,917.1244026830632,928.0,4.279899471921334,2.6443356814371834
304,1.0,10.0,1,1,1,632.6871702456422,926.7,229.13406816949416,33.673170250539606
305,1.0,10.0,1,1,10,918.423304730888,928.0,3.540032725241502,1.2467435088958214
306,1.0,10.0,1,1,100,923.032116400626,928.0,2.5789426092292222,1.889575360305189
307,1.0,10.0,1,10,1,924.2267888904136,928.0,2.2222222222222223,0.9162456945817022
308,1.0,10.0,1,10,10,921.6891115935748,928.0,2.849067928089777,1.531348652265855
309,1.0,10.0,1,10,100,921.581927974097,928.0,2.9557468689256337,1.165103842781626
310,1.0,10.0,1,100,1,914.895358792353,928.0,4.971246087758884,1.968117784183108
311,1.0,10.0,1,100,10,920.9601597288536,928.0,3.4665404194159235,1.3545536282225203
312,1.0,10.0,1,100,100,646.680786743719,927.8,218.81276816747595,52.03926422754464
313,1.0,10.0,5,0,1,926.7607838982434,928.0,1.0035438078809478,0.6013681283030552
314,1.0,10.0,5,0,10,923.4759968822104,928.0,2.3419565542387755,1.0991298795093705
315,1.0,10.0,5,0,100,624.7766698436346,927.8,217.4027287799842,22.87046304568696
316,1.0,10.0,5,1,1,924.0571815045048,928.0,1.820331108495969,0.9178197776529698
317,1.0,10.0,5,1,10,916.4381864527004,928.0,5.341149367973603,2.0122517986652726
318,1.0,10.0,5,1,100,642.3607169093973,927.7,217.6035907760424,32.17629567927858
319,1.0,10.0,5,10,1,657.6924013215214,927.5,183.92617674368148,52.81058190436412
320,1.0,10.0,5,10,10,922.2969777040478,928.0,2.577777777777778,1.085027165842996
321,1.0,10.0,5,10,100,922.0753867163556,928.0,2.475371418722534,1.0644098607781185
322,1.0,10.0,5,100,1,661.8487094079239,927.8,214.7817323810495,38.20761347004719
323,1.0,10.0,5,100,10,650.367444193534,927.7,230.7579072616734,46.94754673942867
324,1.0,10.0,5,100,100,629.666006730798,927.9,231.68390853123967,49.68948395042533
325,1.0,10.0,10,0,1,915.2553146940344,928.0,5.105550193015557,1.5070909900781118
326,1.0,10.0,10,0,10,636.9389912793677,927.9,217.2033139003753,45.07644220725751
327,1.0,10.0,10,0,100,919.9005974920822,928.0,3.4673022199972725,1.27199544806095
328,1.0,10.0,10,1,1,923.501047890472,928.0,1.7265712560919793,0.7577210707311693
329,1.0,10.0,10,1,10,921.5112717859496,928.0,3.840168519065272,1.344960943398656
330,1.0,10.0,10,1,100,919.840657002774,928.0,2.957724801628953,1.448116738687588
331,1.0,10.0,10,10,1,634.2314722004922,927.5,225.60806393356103,45.0119203943437
332,1.0,10.0,10,10,10,922.7028798020308,928.0,2.038998796350546,0.9406915430167488
333,1.0,10.0,10,10,100,923.519524807968,928.0,1.8253957267915049,0.823091294678668
334,1.0,10.0,10,100,1,612.0275072168091,927.7,230.57508366243275,32.511043263533765
335,1.0,10.0,10,100,10,922.714151643257,928.0,2.241293909394263,1.0053478807839098
336,1.0,10.0,10,100,100,923.6237265381228,928.0,1.8044674934152447,1.1228652785888649
337,1.0,100.0,0,0,1,643.0787394428461,927.7,224.66669846882004,41.2906229750673
338,1.0,100.0,0,0,10,923.4043366561516,928.0,1.8824788909491144,0.99920703418767
339,1.0,100.0,0,0,100,628.7180180761346,927.8,220.19499760734783,31.26639899830485
340,1.0,100.0,0,1,1,590.2175288727071,927.6,238.19940721507768,41.032353462084224
341,1.0,100.0,0,1,10,923.4201966833408,928.0,2.378000592836328,1.1683936782977573
342,1.0,100.0,0,1,100,673.7663570357296,928.0,202.4577311628189,49.909023942110814
343,1.0,100.0,0,10,1,654.8646905289972,927.7,207.24349857421703,52.37712878590737
344,1.0,100.0,0,10,10,659.7517988534566,927.9,211.9892744961724,39.37175514698885
345,1.0,100.0,0,10,100,610.682063952445,927.6,228.655841438386,45.42397161249632
346,1.0,100.0,0,100,1,924.6303271907852,928.0,1.5418168334957358,0.9029663113427344
347,1.0,100.0,0,100,10,923.1282545899736,928.0,2.4053987066874427,1.1278775352769776
348,1.0,100.0,0,100,100,922.7431489658906,928.0,2.397873913377388,1.002289385843986
349,1.0,100.0,1,0,1,654.2001411974529,927.9,216.2739727789676,52.99550022686246
350,1.0,100.0,1,0,10,644.0584696536972,927.9,207.6009172263838,45.08148974234253
351,1.0,100.0,1,0,100,921.1271667161436,928.0,3.7639741393522215,1.2897469968062183
352,1.0,100.0,1,1,1,923.9669134438576,928.0,1.9897269782476683,0.8395183634724191
353,1.0,100.0,1,1,10,920.911188273732,928.0,3.2666666666666666,1.271918935222594
354,1.0,100.0,1,1,100,651.5704970523618,927.4,211.50728977818096,49.98303264162921
355,1.0,100.0,1,10,1,920.9345448627832,928.0,3.668013372286703,1.5483394488809106
356,1.0,100.0,1,10,10,630.771256960054,927.9,233.52333038026853,42.82257051226968
357,1.0,100.0,1,10,100,922.3090825803948,928.0,2.7099878257507264,1.3559173540483331
358,1.0,100.0,1,100,1,922.617643198636,928.0,2.9145516478722224,1.2096413674968618
359,1.0,100.0,1,100,10,656.703563514912,927.9,213.1811634406453,37.29317799694298
360,1.0,100.0,1,100,100,638.0624458145019,927.7,221.9974193171041,38.82873583335984
361,1.0,100.0,5,0,1,924.1613396370834,928.0,1.5641059490729567,1.2432093592320412
362,1.0,100.0,5,0,10,925.0511915125282,928.0,2.0943144402424307,0.8862838390408215
363,1.0,100.0,5,0,100,924.2860511292736,928.0,2.461806134731793,1.0300299604984058
364,1.0,100.0,5,1,1,921.4165228971702,928.0,2.375890516246094,1.7321784324938525
365,1.0,100.0,5,1,10,921.6391760827912,928.0,2.472447917369466,1.1088839126599128
366,1.0,100.0,5,1,100,648.8135399742707,927.8,222.50550074398865,37.08600532228132
367,1.0,100.0,5,10,1,921.3737465994494,928.0,2.359355230668549,0.8558067781426666
368,1.0,100.0,5,10,10,924.4515905479196,928.0,1.5685249463040047,0.8619232067648911
369,1.0,100.0,5,10,100,636.3257639871287,927.5,223.60052654131573,37.36030058408573
370,1.0,100.0,5,100,1,923.1691398221508,928.0,2.486646844662993,2.5368084407424725
371,1.0,100.0,5,100,10,918.1751374013718,928.0,3.636070110554152,2.011890154800492
372,1.0,100.0,5,100,100,923.3006728938286,928.0,2.656862352396154,1.0344607277329094
373,1.0,100.0,10,0,1,920.2132553204452,928.0,2.725119578252962,1.7273264666203838
374,1.0,100.0,10,0,10,920.2661999849696,928.0,3.035282274211033,1.436501962685872
375,1.0,100.0,10,0,100,921.5866540172324,928.0,2.7315899232233813,1.1860840245065074
376,1.0,100.0,10,1,1,923.1905130930944,928.0,2.6295486222159044,1.2540435357238582
377,1.0,100.0,10,1,10,651.6637451339551,927.0,210.9351308991157,55.89035898544946
378,1.0,100.0,10,1,100,634.9010980682518,927.5,225.46918951277604,39.97142584881285
379,1.0,100.0,10,10,1,641.957026762157,927.5,220.83832046614629,40.35967741355345
380,1.0,100.0,10,10,10,922.4572745519764,928.0,2.4,0.9977753031397176
381,1.0,100.0,10,10,100,650.5011566343549,927.9,216.93329970717835,44.02602969987376
382,1.0,100.0,10,100,1,922.3162278272824,928.0,2.688794210006627,2.060731019047391
383,1.0,100.0,10,100,10,922.5880563774648,928.0,2.564765310954649,1.196676639779242
384,1.0,100.0,10,100,100,918.7616064758045,928.0,5.377051333163071,1.4353118147455377
385,10.0,0.1,0,0,1,924.2793748241278,928.0,1.564408879587463,0.9403077631642388
386,10.0,0.1,0,0,10,913.0072495837284,928.0,7.134443098050889,2.484428442318419
387,10.0,0.1,0,0,100,919.1566946400476,928.0,3.4945726282421186,1.103661716658353
388,10.0,0.1,0,1,1,921.505654831744,928.0,2.817250523854231,1.2652667262353563
389,10.0,0.1,0,1,10,648.4023096756656,928.0,223.337379761408,47.77441158671033
390,10.0,0.1,0,1,100,923.194954492698,928.0,2.462426602755899,1.8145066576709048
391,10.0,0.1,0,10,1,634.6559855219895,927.1,224.39318867713337,42.46253701042616
392,10.0,0.1,0,10,10,618.0234407446607,927.4,231.17652131441469,35.17645641175344
393,10.0,0.1,0,10,100,922.5549296987334,928.0,2.555555555555556,1.184258897286598
394,10.0,0.1,0,100,1,918.8433934776958,928.0,5.241205112318282,1.2052270604307729
395,10.0,0.1,0,100,10,923.8193823112456,928.0,2.429534836481821,0.9992097126409089
396,10.0,0.1,0,100,100,626.3078639069879,927.5,229.2557357482721,40.46522817937914
397,10.0,0.1,1,0,1,916.0784395097422,928.0,6.454556753671819,2.3677710634501983
398,10.0,0.1,1,0,10,583.3904792666598,927.4,230.5406720718753,38.6288455411024
399,10.0,0.1,1,0,100,648.361307240469,928.0,217.09332302199005,28.19813501555373
400,10.0,0.1,1,1,1,637.0205512888494,927.5,230.76122752995013,41.39007190211852
401,10.0,0.1,1,1,10,918.92648899777,928.0,5.660618524150798,2.272728971957712
402,10.0,0.1,1,1,100,602.3570122694875,927.3,235.72030524141567,35.83025480066097
403,10.0,0.1,1,10,1,622.9895069098582,927.8,240.7836160507184,41.80988672893986
404,10.0,0.1,1,10,10,923.7116902924154,928.0,2.1465802434765364,0.8938755005680911
405,10.0,0.1,1,10,100,667.3999886276088,928.0,204.33444702325755,49.71521668678884
406,10.0,0.1,1,100,1,922.6503261020546,928.0,3.500408092988186,1.3876913598133422
407,10.0,0.1,1,100,10,924.299598781842,928.0,2.18883752933244,0.8616214746465222
408,10.0,0.1,1,100,100,921.4041048020748,928.0,2.6549624870571424,1.7002540526846197
409,10.0,0.1,5,0,1,608.2404226986807,927.3,223.54922574423665,36.91993208711562
410,10.0,0.1,5,0,10,605.854856177699,927.7,230.8143980203822,35.383537390870394
411,10.0,0.1,5,0,100,919.437703870112,927.1,3.917492871533294,2.235182956412169
412,10.0,0.1,5,1,1,924.3312992095184,928.0,2.328784519282433,0.9409787840398464
413,10.0,0.1,5,1,10,922.507963163358,928.0,1.9535508392782768,1.0470330380856208
414,10.0,0.1,5,1,100,627.1601038004494,927.5,226.64789189499868,42.90076072885692
415,10.0,0.1,5,10,1,919.1458663437736,928.0,3.700624932835404,1.5551521331307177
416,10.0,0.1,5,10,10,917.3246353690377,928.0,5.690742740873507,1.7643475751149345
417,10.0,0.1,5,10,100,922.8768269182132,928.0,3.2627008076089687,1.8154957553212845
418,10.0,0.1,5,100,1,922.33199029683,928.0,2.298077079979079,1.0508833281875385
419,10.0,0.1,5,100,10,919.0046430079186,928.0,3.707603181279613,1.880599593968346
420,10.0,0.1,5,100,100,922.2410717585472,928.0,2.3355082688103894,1.0652956174336388
421,10.0,0.1,10,0,1,649.5963725265444,927.4,215.62093335790948,36.08084618167284
422,10.0,0.1,10,0,10,919.1912208057508,928.0,3.488888888888889,1.8211378887598115
423,10.0,0.1,10,0,100,921.2036363814284,927.2,3.564459497568911,1.31561443325163
424,10.0,0.1,10,1,1,923.5130206625068,928.0,2.122376749653647,0.9123652830425678
425,10.0,0.1,10,1,10,674.5968666691678,927.8,202.7055419353228,42.27160134930043
426,10.0,0.1,10,1,100,922.8165813459076,928.0,1.6956854260925232,0.6522256667656233
427,10.0,0.1,10,10,1,922.1550473319083,928.0,2.0487703618218807,1.003988113577997
428,10.0,0.1,10,10,10,632.9337306757409,927.7,222.21708789923835,26.090085970756768
429,10.0,0.1,10,10,100,923.999067211169,928.0,1.734118083631158,0.9573214740265462
430,10.0,0.1,10,100,1,624.2191866255457,927.9,235.8723759458625,35.95294120484049
431,10.0,0.1,10,100,10,923.140110358236,928.0,2.821813858498156,1.1001136417550064
432,10.0,0.1,10,100,100,918.9590284045772,928.0,2.8260924252869395,0.9719431093888636
433,10.0,1.0,0,0,1,618.8922844805547,927.6,225.3178879334112,26.21202578231668
434,10.0,1.0,0,0,10,924.3028841812944,928.0,1.3855482017358822,1.655749577033168
435,10.0,1.0,0,0,100,919.5568191908764,928.0,4.71787559523871,2.434814890774718
436,10.0,1.0,0,1,1,620.3190961757263,927.9,230.6921722133844,36.16126694645464
437,10.0,1.0,0,1,10,625.1130498962787,927.7,227.3499698203109,30.09798864948877
438,10.0,1.0,0,1,100,636.9995024032468,927.8,216.94368392242143,38.5202508285516
439,10.0,1.0,0,10,1,917.674994731522,928.0,4.791490559494752,1.9613092569916848
440,10.0,1.0,0,10,10,923.7245844086026,928.0,2.587896602397992,1.2812644838908067
441,10.0,1.0,0,10,100,922.4579148163124,928.0,3.3348619293914434,1.5525546750387216
442,10.0,1.0,0,100,1,641.3457412297042,927.1,213.6407424815025,38.37803664883902
443,10.0,1.0,0,100,10,923.6114499278252,928.0,2.059088443647912,0.837963875361763
444,10.0,1.0,0,100,100,626.6294567323619,927.7,230.06946223349308,36.1035403470003
